"","name","average.between","average.within","wb.ratio","widestgap","dunn2","avg.silwidth","within.cluster.ss","cluster.number","algorithm","season","stream","data"
"126","pca_C3_LS_growth_s1_4cl",14.6377922768147,6.84647602152114,0.46772599938896,9.49632085671394,0.812122223215378,0.311087422315188,1673.9344592924,4,"PCA","s1","C3+LS","growth"
"127","pca_raw_growth_C3_s1_4cl",14.7279912588952,8.99052013261497,0.610437633657952,10.8986966152719,1.11357525196486,0.219462224804627,2366.76686974966,4,"PCA","s1","C3","raw+growth"
"128","pca_raw_growth_LS_s1_4cl",14.7531663462125,8.4854812610239,0.575163396242891,11.8613212774205,1.14164355397625,0.279033760024128,2122.04294974935,4,"PCA","s1","LS","raw+growth"
"129","tadpole_C3_raw_cont_3cl",9.08219732815401,3.85368748311035,0.42431223897374,4.63486466960819,1.15016736102818,0.430753582937698,722.12009024326,3,"TADpole","cont","C3","raw"
"130","tadpole_C3_raw_cont_5cl",9.23748672224822,2.50184332239461,0.270835931635928,4.49769693785733,1.02647400975399,0.498201782668949,240.44605401942,5,"TADpole","cont","C3","raw"
"131","tadpole_C3_raw_s1_3cl",11.775635918118,4.7182380926053,0.400677986769769,4.18582688346476,2.20187507701519,0.534349099106139,705.285565181263,3,"TADpole","s1","C3","raw"
"132","tadpole_C3_raw_s1_5cl",10.5166224092527,2.879198351059,0.27377595572185,3.29279309721367,1.20984238856537,0.503685842835634,319.935233625413,5,"TADpole","s1","C3","raw"
"133","tadpole_C3_raw_s2_3cl",10.2168724708137,4.18900379839496,0.41000842580365,3.27423377603174,1.58830491532804,0.475018682987988,579.950440810174,3,"TADpole","s2","C3","raw"
"134","tadpole_C3_raw_s2_4cl",9.72995388537992,3.04278306644078,0.3127232772411,3.27423377603174,1.04394264545825,0.4920274834035,333.697465005066,4,"TADpole","s2","C3","raw"
"135","tadpole_C3_raw_sep_3cl",14.68184795079,10.136159727184,0.690387188394675,8.96719995528786,1.24533443000845,0.219873399271907,2857.06690131034,3,"TADpole","sep","C3","raw"
"136","tadpole_C3_raw_sep_5cl",14.1065222325997,8.9006180974914,0.630957648577789,8.96719995528786,1.10892469196501,0.223219195390233,2119.1015006802,5,"TADpole","sep","C3","raw"
"137","tadpole_C3_growth_cont_3cl",10.9308603238423,4.23955338540684,0.387851757300342,3.87896917730738,1.48816934725734,0.485842274398188,676.502138657061,3,"TADpole","cont","C3","growth"
"138","tadpole_C3_growth_cont_5cl",10.6813908065583,2.77709380922924,0.25999365246744,3.87896917730738,1.72438403899188,0.546946056727416,235.580075862915,5,"TADpole","cont","C3","growth"
"139","tadpole_C3_growth_s1_3cl",10.9160379216235,4.27269698495585,0.391414633737403,5.00826367230919,1.72326793663453,0.51296938205857,658.161036609495,3,"TADpole","s1","C3","growth"
"140","tadpole_C3_growth_s1_5cl",10.197692929698,3.96283877760234,0.388601500841593,5.00826367230919,1.24763268815726,0.345162165199763,497.292823662117,5,"TADpole","s1","C3","growth"
"141","tadpole_C3_growth_s2_3cl",10.0496180596391,4.41765580383511,0.439584447649521,4.73873023417208,1.6670667094792,0.423845609270493,695.420012841914,3,"TADpole","s2","C3","growth"
"142","tadpole_C3_growth_s2_4cl",9.89354002542509,4.34695242075226,0.439372803827666,4.73873023417208,1.10990913818615,0.39951915725087,616.896168966838,4,"TADpole","s2","C3","growth"
